gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
006338,01,000003,20180605,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EVERGY INC,EVRG,30034W106,0001711269,4931,22111
018872,01,000003,20180607,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TWITTER INC,TWTR,90184L102,0001418091,7370,519130
005667,01,000003,20180618,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOLLYFRONTIER CORP,HFC,436106108,0000048039,2911,324110
176928,01,000003,20180618,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROADRIDGE FINANCIAL SOLUTNS,BR,11133T103,0001383312,7373,541512
184700,01,000003,20180620,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLEETCOR TECHNOLOGIES INC,FLT,339041105,0001175454,7374,518210
029901,01,000003,20180702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COPART INC,CPRT,217204106,0000900075,5010,425120
020748,01,000003,20180828,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARISTA NETWORKS INC,ANET,040413106,0001596532,3576,334118
260778,01,000003,20180917,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLCARE HEALTH PLANS INC,WCG,94946T106,0001279363,6324,524114
009225,01,000003,20181001,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROLLINS INC,ROL,775711104,0000084839,7340,561710
183377,01,000003,20181011,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FORTINET INC,FTNT,34959E109,0001262039,3577,334118
020232,01,000003,20181106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KEYSIGHT TECHNOLOGIES INC,KEYS,49338L103,0001601046,3825,334515
011811,01,000003,20181113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HENRY (JACK) & ASSOCIATES,JKHY,426281101,0000779152,7373,541512
014256,01,000003,20181203,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MAXIM INTEGRATED PRODUCTS,MXIM,57772K101,0000743316,3674,334413
028790,01,000003,20181203,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAMB WESTON HOLDINGS INC,LW,513272104,0001679273,2030,311411
170750,01,000003,20181203,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIAMONDBACK ENERGY INC,FANG,25278X109,0001539838,1311,2111
162254,01,000003,20181224,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CELANESE CORP,CE,150870103,0001306830,2860,325199
014275,04,000003,20190102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRST REPUBLIC BANK,FRC,33616C100,0001132979,6020,522110
010407,01,000003,20190118,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TELEFLEX INC,TFX,879369106,0000096943,3841,339112
034765,01,000003,20190208,20190210,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVETRUS INC,CVET,22304C100,0001752836,5912,446110
004383,01,000003,20190215,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,221210
060979,01,000003,20190227,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WABTEC CORP,WAB,929740108,0000943452,3743,336510
034636,01,000003,20190319,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOX CORP,FOXA,35137L105,0001754301,4833,515120
034636,02,000003,20190319,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOX CORP,FOXA,35137L204,0001754301,4833,515120
034443,01,000003,20190402,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOW INC,DOW,260557103,0001751788,2821,325211
035035,01,000003,20190523,20190523,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KONTOOR BRANDS INC,KTB,50050N103,0001760965,2300,315
035168,01,000003,20190603,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CORTEVA INC- SPN,CTVA,22052L104,0001755672,0100,111
004060,01,000003,20190604,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DUPONT DE NEMOURS INC,DD,26614N102,0001666700,2821,325211
002154,01,000003,20190607,20190611,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEMIS CO INC,BMS,081437105,0000011199,2670,326112
100243,03,000003,20190612,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMCOR PLC,AMCR,G0250X107,0000869428,2670,326112
158742,01,000003,20190701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARKETAXESS HOLDINGS INC,MKTX,57060D108,0001278021,6200,523210
005492,01,000003,20190702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L3HARRIS TECHNOLOGIES INC,LHX,502431109,0000202058,3812,334511
017874,01,000003,20190715,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,T-MOBILE US INC,TMUS,872590104,0001283699,4812,517312
015267,01,000003,20190809,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IDEX CORP,IEX,45167R104,0000832101,3561,333914
165123,01,000003,20190809,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEIDOS HOLDINGS INC,LDOS,525327102,0001336920,7373,541512
010614,01,000003,20190812,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GLOBE LIFE INC,GL,37959E102,0000320335,6311,524113
028320,02,000003,20190923,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CDW CORP,CDW,12514G108,0001402057,5045,423430
012459,01,000003,20190926,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NVR INC,NVR,62944T105,0000906163,1531,236117
161844,01,000003,20191003,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAS VEGAS SANDS CORP,LVS,517834107,0001300514,7990,721120
